,head_x,head_y,images,tail_x,tail_y,height,width,head_x_rel,head_y_rel,tail_x_rel,tail_y_rel,specimen_id,phase,order,family,genus
9170,140.0,66.97674418604652,20170217_002/SPCBench-1487365113-000078-000-20-2504-280-120-_rawcolor.png,173.6,41.86046511627907,120.0,280.0,0.5,0.5581395348837209,0.62,0.3488372093023256,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9171,145.63500000000002,145.30396475770925,20170217_002/SPCBench-1487365210-000563-003-484-680-219-248-_rawcolor.png,113.88000000000001,62.27312775330397,248.0,219.0,0.665,0.5859030837004405,0.52,0.2511013215859031,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9172,96.6,38.11764705882353,20170217_002/SPCBench-1487365130-000163-000-156-2620-280-72-_rawcolor.png,172.2,25.411764705882355,72.0,280.0,0.345,0.5294117647058824,0.615,0.35294117647058826,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9173,38.19,96.82233502538071,20170217_002/SPCBench-1487365226-000641-003-636-1572-67-264-_rawcolor.png,39.53,187.61421319796955,264.0,67.0,0.57,0.366751269035533,0.59,0.7106598984771574,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9174,159.6,40.507936507936506,20170217_002/SPCBench-1487365115-000086-001-12-2580-280-88-_rawcolor.png,95.2,25.142857142857142,88.0,280.0,0.57,0.4603174603174603,0.34,0.2857142857142857,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9175,117.8,57.31147540983606,20170217_002/SPCBench-1487365127-000145-000-24-2492-248-152-_rawcolor.png,152.52,95.9344262295082,152.0,248.0,0.475,0.3770491803278688,0.615,0.6311475409836066,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9176,14.56,20.25,20170217_002/SPCBench-1487365149-000256-000-156-2640-112-63-_rawcolor.png,45.919999999999995,43.3125,63.0,112.0,0.13,0.32142857142857145,0.41,0.6875,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9177,102.0,34.64150943396226,20170217_002/SPCBench-1487365129-000159-001-156-2588-272-72-_rawcolor.png,182.92,36.0,72.0,272.0,0.375,0.4811320754716981,0.6725,0.5,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9178,146.32,62.255306942053934,20170217_002/SPCBench-1487365192-000472-001-340-2508-248-104-_rawcolor.png,114.08,39.82042455536431,104.0,248.0,0.59,0.5986087205966725,0.46,0.38288869764773376,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9179,98.6,96.30534351145037,20170217_002/SPCBench-1487365245-000739-002-456-2272-232-152-_rawcolor.png,80.03999999999999,45.25190839694656,152.0,232.0,0.425,0.6335877862595419,0.345,0.29770992366412213,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9180,125.28,41.68421052631579,20170217_002/SPCBench-1487364552-000133-000-176-2308-232-88-_rawcolor.png,59.160000000000004,30.105263157894736,88.0,232.0,0.54,0.47368421052631576,0.255,0.34210526315789475,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9181,166.32,36.888888888888886,20170217_002/SPCBench-1487365101-000018-000-88-2620-264-83-_rawcolor.png,71.28,50.06349206349206,83.0,264.0,0.63,0.4444444444444444,0.27,0.6031746031746031,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9182,96.525,14.30167597765363,20170217_002/SPCBench-1487364530-000025-000-560-2436-143-128-_rawcolor.png,38.61,90.81564245810056,128.0,143.0,0.675,0.11173184357541899,0.27,0.7094972067039106,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9183,120.28,49.583333333333336,20170217_002/SPCBench-1487365181-000415-001-264-2584-248-119-_rawcolor.png,57.04,89.25,119.0,248.0,0.485,0.4166666666666667,0.23,0.75,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9184,146.115,82.0909090909091,20170217_002/SPCBench-1487365222-000620-002-512-1292-191-168-_rawcolor.png,62.075,47.727272727272734,168.0,191.0,0.765,0.48863636363636365,0.325,0.2840909090909091,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9185,153.12,33.46153846153846,20170217_002/SPCBench-1487365158-000301-000-248-2628-232-75-_rawcolor.png,62.64,30.0,75.0,232.0,0.66,0.4461538461538461,0.27,0.4,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9186,128.0,101.0,20170217_002/SPCBench-1487365156-000291-000-212-2460-200-192-_rawcolor.png,54.0,53.0,192.0,200.0,0.64,0.5260416666666666,0.27,0.2760416666666667,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9187,136.095,158.13953488372093,20170217_002/SPCBench-1487365211-000565-003-492-684-211-272-_rawcolor.png,94.95,82.23255813953487,272.0,211.0,0.645,0.5813953488372093,0.45,0.3023255813953488,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9188,132.0,30.163934426229506,20170217_002/SPCBench-1487364587-000308-000-172-2412-264-80-_rawcolor.png,72.60000000000001,28.852459016393443,80.0,264.0,0.5,0.3770491803278688,0.275,0.36065573770491804,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9189,130.68,82.09655172413794,20170217_002/SPCBench-1487365136-000192-001-68-2464-264-192-_rawcolor.png,180.84,137.7103448275862,192.0,264.0,0.49500000000000005,0.42758620689655175,0.685,0.7172413793103448,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9190,96.8,55.2,20170217_002/SPCBench-1487365191-000465-000-360-2484-160-136-_rawcolor.png,61.6,117.60000000000001,136.0,160.0,0.605,0.40588235294117647,0.385,0.8647058823529412,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9191,110.88,22.666666666666668,20170217_002/SPCBench-1487365160-000311-001-212-2624-264-56-_rawcolor.png,102.96000000000001,2.6666666666666665,56.0,264.0,0.42,0.40476190476190477,0.39,0.047619047619047616,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9192,115.005,135.85585585585585,20170217_002/SPCBench-1487364671-000731-000-516-2100-187-208-_rawcolor.png,146.79500000000002,63.71171171171171,208.0,187.0,0.615,0.6531531531531531,0.785,0.3063063063063063,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9193,138.05,49.11111111111111,20170217_002/SPCBench-1487365202-000520-000-452-2328-251-136-_rawcolor.png,90.36,90.66666666666666,136.0,251.0,0.55,0.3611111111111111,0.36,0.6666666666666666,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9194,117.18,27.920081967213115,20170217_002/SPCBench-1487365126-000144-000-0-2628-248-75-_rawcolor.png,118.41999999999999,40.16393442622951,75.0,248.0,0.47250000000000003,0.3722677595628415,0.4774999999999999,0.5355191256830601,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9195,161.32000000000002,50.21538461538462,20170217_002/SPCBench-1487365146-000240-001-16-2600-296-96-_rawcolor.png,192.4,25.10769230769231,96.0,296.0,0.545,0.5230769230769231,0.65,0.26153846153846155,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9196,120.12,48.657534246575345,20170217_002/SPCBench-1487365103-000027-001-96-2564-264-96-_rawcolor.png,106.92,30.246575342465754,96.0,264.0,0.455,0.5068493150684932,0.405,0.3150684931506849,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9197,92.4,32.400000000000006,20170217_002/SPCBench-1487365140-000212-001-128-2536-240-96-_rawcolor.png,73.2,60.0,96.0,240.0,0.385,0.3375000000000001,0.305,0.625,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9198,41.894999999999996,107.08661417322834,20170217_002/SPCBench-1487364669-000722-000-640-2004-63-200-_rawcolor.png,54.17999999999999,101.57480314960631,200.0,63.0,0.6649999999999999,0.5354330708661417,0.8599999999999999,0.5078740157480316,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9199,162.495,33.64705882352941,20170217_002/SPCBench-1487365234-000682-001-496-2028-207-88-_rawcolor.png,71.41499999999999,55.38823529411765,88.0,207.0,0.785,0.3823529411764706,0.345,0.6294117647058823,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9200,149.04,46.06891089108911,20170217_002/SPCBench-1487365238-000701-002-496-2176-207-104-_rawcolor.png,76.0725,69.84475247524753,104.0,207.0,0.72,0.442970297029703,0.36750000000000005,0.6715841584158416,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9201,98.615,120.5925925925926,20170217_002/SPCBench-1487365235-000689-002-540-2008-163-176-_rawcolor.png,61.94,53.777777777777786,176.0,163.0,0.605,0.6851851851851852,0.38,0.3055555555555556,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9202,115.92,40.33333333333333,20170217_002/SPCBench-1487364594-000343-000-340-2312-184-88-_rawcolor.png,72.68,36.66666666666667,88.0,184.0,0.63,0.45833333333333326,0.395,0.41666666666666674,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9203,99.68,25.620253164556964,20170217_002/SPCBench-1487365151-000265-000-68-2580-224-88-_rawcolor.png,110.88,56.81012658227848,88.0,224.0,0.445,0.2911392405063291,0.495,0.6455696202531646,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9204,128.52,30.721153846153847,20170217_002/SPCBench-1487365123-000127-000-16-2632-272-71-_rawcolor.png,189.04,49.83653846153847,71.0,272.0,0.47250000000000003,0.4326923076923077,0.695,0.701923076923077,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9205,44.22,96.48730964467005,20170217_002/SPCBench-1487365225-000636-003-636-1516-67-264-_rawcolor.png,39.195,184.59898477157358,264.0,67.0,0.66,0.36548223350253806,0.585,0.699238578680203,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9206,134.64,81.50943396226415,20170217_002/SPCBench-1487365188-000454-001-300-2516-272-144-_rawcolor.png,85.68,48.90566037735849,144.0,272.0,0.49499999999999994,0.5660377358490566,0.315,0.33962264150943394,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9207,122.88,93.2436974789916,20170217_002/SPCBench-1487365246-000742-001-436-2320-256-152-_rawcolor.png,97.28,40.87394957983193,152.0,256.0,0.48,0.6134453781512605,0.38,0.2689075630252101,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9208,61.5,25.5,20170217_002/SPCBench-1487365201-000515-000-484-2632-200-71-_rawcolor.png,140.5,25.0,71.0,200.0,0.3075,0.3591549295774648,0.7025,0.352112676056338,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9209,79.1875,59.345454545454544,20170217_002/SPCBench-1487365232-000673-001-528-1900-175-144-_rawcolor.png,153.125,96.43636363636364,144.0,175.0,0.4525,0.4121212121212121,0.875,0.6696969696969697,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9210,121.44,41.5,20170217_002/SPCBench-1487365119-000105-000-160-2620-264-83-_rawcolor.png,136.62,36.888888888888886,83.0,264.0,0.45999999999999996,0.5,0.5175000000000001,0.4444444444444444,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9211,158.36,81.64948453608247,20170217_002/SPCBench-1487365109-000057-000-124-2500-296-144-_rawcolor.png,152.44,46.020618556701024,144.0,296.0,0.535,0.5670103092783505,0.515,0.31958762886597936,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9212,85.725,143.08684863523573,20170217_002/SPCBench-1487365204-000534-005-568-144-135-272-_rawcolor.png,126.89999999999999,82.34243176178661,272.0,135.0,0.635,0.5260545905707196,0.94,0.3027295285359802,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9213,114.24000000000001,134.0782122905028,20170217_002/SPCBench-1487365247-000745-000-440-2360-224-200-_rawcolor.png,98.56,55.865921787709496,200.0,224.0,0.51,0.6703910614525139,0.44,0.27932960893854747,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9214,114.84,31.555555555555554,20170217_002/SPCBench-1487365122-000124-000-20-2632-264-71-_rawcolor.png,195.35999999999999,42.07407407407407,71.0,264.0,0.435,0.4444444444444444,0.74,0.5925925925925926,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9215,144.0,34.0,20170217_002/SPCBench-1487365197-000499-000-360-2624-200-79-_rawcolor.png,48.0,53.0,79.0,200.0,0.72,0.43037974683544306,0.24,0.6708860759493671,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9216,118.95,141.8450184501845,20170217_002/SPCBench-1487365214-000581-003-520-844-183-248-_rawcolor.png,96.075,63.14391143911439,248.0,183.0,0.65,0.5719557195571956,0.525,0.25461254612546125,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9217,172.79999999999998,36.08695652173913,20170217_002/SPCBench-1487365200-000510-000-452-2620-240-83-_rawcolor.png,62.400000000000006,25.260869565217394,83.0,240.0,0.72,0.4347826086956522,0.26,0.30434782608695654,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9218,149.60000000000002,59.91489361702128,20170217_002/SPCBench-1487365115-000085-001-32-2552-272-128-_rawcolor.png,178.16,85.7872340425532,128.0,272.0,0.55,0.46808510638297873,0.655,0.6702127659574468,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9219,136.4,29.73134328358209,20170217_002/SPCBench-1487365136-000191-000-76-2620-248-83-_rawcolor.png,164.92000000000002,53.26865671641791,83.0,248.0,0.55,0.3582089552238806,0.665,0.6417910447761194,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9220,160.0,35.59322033898305,20170217_002/SPCBench-1487365101-000019-000-92-2628-256-75-_rawcolor.png,65.28,48.305084745762706,75.0,256.0,0.625,0.4745762711864407,0.255,0.6440677966101694,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9221,138.6,35.267857142857146,20170217_002/SPCBench-1487365187-000446-000-256-2624-280-79-_rawcolor.png,77.0,52.19642857142857,79.0,280.0,0.495,0.44642857142857145,0.275,0.6607142857142857,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9222,121.52,69.45736434108527,20170217_002/SPCBench-1487365117-000095-001-120-2492-248-160-_rawcolor.png,66.96000000000001,65.73643410852713,160.0,248.0,0.49,0.43410852713178294,0.27,0.4108527131782946,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9223,112.24,55.38461538461538,20170217_002/SPCBench-1487365157-000296-000-276-2572-184-96-_rawcolor.png,37.72,18.461538461538463,96.0,184.0,0.61,0.5769230769230769,0.205,0.19230769230769232,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9224,126.48,54.3739837398374,20170217_002/SPCBench-1487365127-000147-001-28-2504-248-152-_rawcolor.png,164.92000000000002,100.09756097560977,152.0,248.0,0.51,0.35772357723577236,0.665,0.6585365853658537,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9225,145.86,34.18518518518519,20170217_002/SPCBench-1487365121-000117-000-16-2632-264-71-_rawcolor.png,127.38,33.52777777777778,71.0,264.0,0.5525000000000001,0.48148148148148157,0.4825,0.4722222222222222,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9226,126.48,42.25242718446602,20170217_002/SPCBench-1487365180-000411-001-264-2552-248-128-_rawcolor.png,68.2,85.74757281553399,128.0,248.0,0.51,0.3300970873786408,0.275,0.6699029126213593,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9227,111.28,36.23529411764706,20170217_002/SPCBench-1487365112-000073-000-68-2608-208-88-_rawcolor.png,44.72,36.23529411764706,88.0,208.0,0.535,0.4117647058823529,0.215,0.4117647058823529,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9228,123.76,25.94230769230769,20170217_002/SPCBench-1487365123-000125-000-16-2632-272-71-_rawcolor.png,186.32000000000002,39.59615384615385,71.0,272.0,0.455,0.36538461538461536,0.685,0.5576923076923077,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9229,154.03,45.17171717171718,20170217_002/SPCBench-1487365238-000700-001-492-2168-211-104-_rawcolor.png,81.235,55.676767676767675,104.0,211.0,0.73,0.43434343434343436,0.385,0.5353535353535354,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9230,137.2,29.333333333333332,20170217_002/SPCBench-1487365116-000091-000-16-2612-280-88-_rawcolor.png,200.2,60.06349206349206,88.0,280.0,0.48999999999999994,0.3333333333333333,0.715,0.6825396825396826,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9231,127.67999999999999,31.862068965517242,20170217_002/SPCBench-1487365139-000209-000-76-2512-304-88-_rawcolor.png,145.92,40.96551724137931,88.0,304.0,0.42,0.3620689655172414,0.48,0.46551724137931033,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9232,125.24,17.5,20170217_002/SPCBench-1487364560-000173-001-0-2308-248-40-_rawcolor.png,135.16,38.75,40.0,248.0,0.505,0.4375,0.545,0.96875,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9233,80.4,39.44827586206896,20170217_002/SPCBench-1487364604-000394-000-100-2220-240-104-_rawcolor.png,168.0,51.40229885057472,104.0,240.0,0.335,0.3793103448275862,0.7,0.49425287356321845,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9234,117.6,48.88888888888889,20170217_002/SPCBench-1487365159-000307-000-200-2560-280-88-_rawcolor.png,119.0,19.555555555555554,88.0,280.0,0.42,0.5555555555555556,0.425,0.2222222222222222,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9235,123.76,30.0,20170217_002/SPCBench-1487365184-000432-000-256-2628-272-75-_rawcolor.png,80.24,47.72727272727273,75.0,272.0,0.455,0.4,0.295,0.6363636363636364,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9236,94.64,59.31707317073171,20170217_002/SPCBench-1487365108-000053-000-236-2548-208-128-_rawcolor.png,64.48,80.130081300813,128.0,208.0,0.455,0.4634146341463415,0.31,0.6260162601626016,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9237,96.0,22.584905660377355,20170217_002/SPCBench-1487365166-000342-000-228-2640-240-63-_rawcolor.png,97.2,17.830188679245282,63.0,240.0,0.4,0.3584905660377358,0.405,0.2830188679245283,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9238,130.56,45.87096774193549,20170217_002/SPCBench-1487365182-000421-000-260-2624-256-79-_rawcolor.png,89.6,29.306451612903228,79.0,256.0,0.51,0.5806451612903226,0.35,0.3709677419354839,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9239,125.29,146.92830188679244,20170217_002/SPCBench-1487365213-000578-003-516-824-187-248-_rawcolor.png,109.395,84.22641509433961,248.0,187.0,0.67,0.5924528301886792,0.585,0.33962264150943394,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9240,126.55999999999999,39.375,20170217_002/SPCBench-1487364586-000304-000-164-2368-224-72-_rawcolor.png,60.480000000000004,40.5,72.0,224.0,0.565,0.546875,0.27,0.5625,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9241,56.25,144.375,20170217_002/SPCBench-1487365230-000660-001-628-1744-75-312-_rawcolor.png,27.375,143.25,312.0,75.0,0.75,0.46274038461538464,0.365,0.45913461538461536,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9242,137.36,31.186440677966104,20170217_002/SPCBench-1487364557-000158-000-0-2356-272-80-_rawcolor.png,142.8,51.52542372881356,80.0,272.0,0.505,0.3898305084745763,0.525,0.6440677966101694,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9243,108.16,27.754545454545454,20170217_002/SPCBench-1487365122-000123-000-20-2632-256-71-_rawcolor.png,185.6,44.53636363636363,71.0,256.0,0.4225,0.39090909090909093,0.725,0.6272727272727272,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9244,137.36,32.689655172413794,20170217_002/SPCBench-1487365131-000165-000-160-2624-272-79-_rawcolor.png,69.36,51.75862068965517,79.0,272.0,0.505,0.41379310344827586,0.255,0.6551724137931034,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9245,144.16,28.636363636363637,20170217_002/SPCBench-1487365184-000431-000-256-2628-272-75-_rawcolor.png,72.08,50.45454545454545,75.0,272.0,0.53,0.38181818181818183,0.265,0.6727272727272727,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9246,110.08,34.56,20170217_002/SPCBench-1487365178-000403-001-252-2604-256-96-_rawcolor.png,65.28,66.56,96.0,256.0,0.43,0.36000000000000004,0.255,0.6933333333333334,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9247,84.67999999999999,63.6144578313253,20170217_002/SPCBench-1487365153-000276-000-124-2524-232-96-_rawcolor.png,70.76,23.132530120481928,96.0,232.0,0.365,0.6626506024096386,0.30500000000000005,0.24096385542168675,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9248,47.040000000000006,43.57746478873239,20170217_002/SPCBench-1487364842-000074-000-0-2432-192-136-_rawcolor.png,108.96000000000001,83.32394366197184,136.0,192.0,0.24500000000000002,0.32042253521126757,0.5675,0.6126760563380282,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9249,96.32,20.25,20170217_002/SPCBench-1487365148-000252-000-72-2640-224-63-_rawcolor.png,137.76,40.5,63.0,224.0,0.43,0.32142857142857145,0.615,0.6428571428571429,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9250,40.87,101.49753694581281,20170217_002/SPCBench-1487365228-000652-002-636-1688-67-272-_rawcolor.png,45.56,166.48275862068965,272.0,67.0,0.61,0.3731527093596059,0.68,0.6120689655172413,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9251,85.4,83.11111111111111,20170217_002/SPCBench-1487365098-000001-001-0-2500-280-176-_rawcolor.png,93.1,114.53968253968254,176.0,280.0,0.305,0.47222222222222227,0.33249999999999996,0.6507936507936508,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9252,144.57,56.59060402684564,20170217_002/SPCBench-1487365243-000729-002-520-1996-183-136-_rawcolor.png,80.52,77.58389261744966,136.0,183.0,0.7899999999999999,0.4161073825503356,0.44,0.5704697986577181,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9253,43.215,109.52153110047847,20170217_002/SPCBench-1487365228-000653-002-636-1696-67-280-_rawcolor.png,42.88,149.377990430622,280.0,67.0,0.645,0.3911483253588517,0.64,0.5334928229665071,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9254,131.92,49.170731707317074,20170217_002/SPCBench-1487365179-000406-000-252-2516-272-112-_rawcolor.png,88.4,64.1951219512195,112.0,272.0,0.48499999999999993,0.43902439024390244,0.325,0.573170731707317,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9255,119.68,48.0,20170217_002/SPCBench-1487365102-000022-000-92-2516-272-96-_rawcolor.png,152.32000000000002,39.77142857142857,96.0,272.0,0.44,0.5,0.56,0.4142857142857143,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9256,88.48,48.16,20170217_002/SPCBench-1487364843-000078-000-0-2408-224-112-_rawcolor.png,104.16000000000001,15.680000000000001,112.0,224.0,0.395,0.43,0.465,0.14,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9257,162.39999999999998,35.08771929824561,20170217_002/SPCBench-1487365138-000201-001-44-2576-280-80-_rawcolor.png,107.8,36.49122807017544,80.0,280.0,0.58,0.4385964912280701,0.385,0.45614035087719296,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9258,109.0125,94.54545454545453,20170217_002/SPCBench-1487365232-000672-002-532-1884-171-160-_rawcolor.png,109.01249999999999,84.70588235294117,160.0,171.0,0.6375000000000001,0.5909090909090908,0.6375,0.5294117647058824,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9259,103.68,44.0,20170217_002/SPCBench-1487365116-000090-001-68-2608-192-88-_rawcolor.png,52.800000000000004,27.07692307692308,88.0,192.0,0.54,0.5,0.275,0.3076923076923077,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9260,152.6625,41.29032258064516,20170217_002/SPCBench-1487365237-000699-001-496-2160-207-96-_rawcolor.png,191.47500000000002,26.838709677419356,96.0,207.0,0.7374999999999999,0.43010752688172044,0.9250000000000002,0.2795698924731183,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9261,151.20000000000002,63.92523364485981,20170217_002/SPCBench-1487365199-000505-000-444-2564-224-120-_rawcolor.png,70.56,38.13084112149532,120.0,224.0,0.675,0.5327102803738317,0.315,0.3177570093457944,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9262,140.0,31.0,20170217_002/SPCBench-1487365198-000502-000-360-2628-200-75-_rawcolor.png,59.0,47.0,75.0,200.0,0.7,0.41333333333333333,0.295,0.6266666666666667,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9263,103.67999999999999,132.97297297297297,20170217_002/SPCBench-1487365247-000747-001-448-2392-216-200-_rawcolor.png,98.28,59.45945945945946,200.0,216.0,0.48,0.6648648648648648,0.455,0.2972972972972973,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9264,43.5,133.125,20170217_002/SPCBench-1487364616-000453-002-628-1572-75-216-_rawcolor.png,46.125,70.875,216.0,75.0,0.58,0.6163194444444444,0.615,0.328125,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9265,152.0,33.52380952380952,20170217_002/SPCBench-1487365140-000211-001-76-2524-304-96-_rawcolor.png,127.67999999999999,54.857142857142854,96.0,304.0,0.5,0.34920634920634913,0.42,0.5714285714285714,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9266,94.80000000000001,33.599999999999994,20170217_002/SPCBench-1487365141-000218-001-140-2576-240-96-_rawcolor.png,70.8,60.0,96.0,240.0,0.3950000000000001,0.3499999999999999,0.295,0.625,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9267,44.555,131.66497461928935,20170217_002/SPCBench-1487365228-000650-003-636-1672-67-264-_rawcolor.png,47.235,84.09137055837563,264.0,67.0,0.665,0.4987309644670051,0.705,0.31852791878172587,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9268,111.32,36.0,20170217_002/SPCBench-1487365178-000402-001-252-2596-184-96-_rawcolor.png,73.60000000000001,62.769230769230774,96.0,184.0,0.605,0.375,0.4,0.6538461538461539,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9269,121.44000000000001,23.666666666666664,20170217_002/SPCBench-1487365124-000133-000-4-2632-264-71-_rawcolor.png,172.92000000000002,48.64814814814815,71.0,264.0,0.46,0.3333333333333333,0.655,0.6851851851851852,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9270,109.375,143.2901023890785,20170217_002/SPCBench-1487365215-000585-002-528-872-175-256-_rawcolor.png,82.71144278606965,63.781569965870304,256.0,175.0,0.625,0.5597269624573379,0.472636815920398,0.24914675767918087,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9271,133.52537313432836,35.5,20170217_002/SPCBench-1487365126-000140-000-12-2632-240-71-_rawcolor.png,111.19701492537314,33.69491525423729,71.0,240.0,0.5563557213930348,0.5,0.4633208955223881,0.4745762711864407,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9272,172.79999999999998,27.204545454545453,20170217_002/SPCBench-1487365147-000247-000-20-2640-288-63-_rawcolor.png,72.0,20.045454545454547,63.0,288.0,0.6,0.4318181818181818,0.25,0.3181818181818182,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
9273,147.6,52.009523809523806,20170217_002/SPCBench-1487365144-000231-000-144-2576-240-127-_rawcolor.png,56.4,67.73333333333333,127.0,240.0,0.615,0.4095238095238095,0.235,0.5333333333333333,20170217_002,test,Calanoida,Acartiidae,Acartiidae (Family)
